ID,ECLO
ACCIDENT_39609,4.132538098671993
ACCIDENT_39610,3.713703041610323
ACCIDENT_39611,5.223037081575672
ACCIDENT_39612,4.791549164388001
ACCIDENT_39613,5.0613077199962815
ACCIDENT_39614,4.779321262622192
ACCIDENT_39615,4.933981566427128
ACCIDENT_39616,3.7676309557202834
ACCIDENT_39617,4.754730778824768
ACCIDENT_39618,5.001363070388706
ACCIDENT_39619,4.868200219394663
ACCIDENT_39620,3.636007533319643
ACCIDENT_39621,4.565886972558562
ACCIDENT_39622,3.626611012206223
ACCIDENT_39623,3.2866334782250464
ACCIDENT_39624,4.754628650900597
ACCIDENT_39625,5.118482639561788
ACCIDENT_39626,4.754730778824768
ACCIDENT_39627,4.8324001751414185
ACCIDENT_39628,4.842427566338663
ACCIDENT_39629,5.781331280124184
ACCIDENT_39630,3.5028238275615475
ACCIDENT_39631,4.364159826972471
ACCIDENT_39632,4.838184857018275
ACCIDENT_39633,4.841239676733517
ACCIDENT_39634,4.664854040233674
ACCIDENT_39635,4.863138079152082
ACCIDENT_39636,5.2137590458075636
ACCIDENT_39637,3.540746483707955
ACCIDENT_39638,4.754628650900597
ACCIDENT_39639,5.155408197326567
ACCIDENT_39640,4.565886972558562
ACCIDENT_39641,5.3034721102446944
ACCIDENT_39642,3.458856261620076
ACCIDENT_39643,4.863138079152082
ACCIDENT_39644,3.2866334782250464
ACCIDENT_39645,5.160792302887126
ACCIDENT_39646,4.993899492884765
ACCIDENT_39647,5.131862071951187
ACCIDENT_39648,5.073480602258841
ACCIDENT_39649,3.2866334782250464
ACCIDENT_39650,3.721498954346659
ACCIDENT_39651,4.04969923187868
ACCIDENT_39652,5.19218560860496
ACCIDENT_39653,3.8099167170975083
ACCIDENT_39654,3.6353604298580304
ACCIDENT_39655,4.460053987556612
ACCIDENT_39656,3.913185979661954
ACCIDENT_39657,5.074845010629397
ACCIDENT_39658,4.970193272146177
ACCIDENT_39659,4.144615698306616
ACCIDENT_39660,4.983002683008466
ACCIDENT_39661,4.864545123424601
ACCIDENT_39662,5.16290710143455
ACCIDENT_39663,4.713628321301655
ACCIDENT_39664,4.1773737305516905
ACCIDENT_39665,4.754730778824768
ACCIDENT_39666,3.626611012206223
ACCIDENT_39667,4.8497247142529565
ACCIDENT_39668,3.6871130009373188
ACCIDENT_39669,3.68955757818159
ACCIDENT_39670,5.0276828411324255
ACCIDENT_39671,4.918803221197578
ACCIDENT_39672,4.4199231342731515
ACCIDENT_39673,3.3627846164720134
ACCIDENT_39674,5.0613077199962815
ACCIDENT_39675,4.199353859911618
ACCIDENT_39676,5.025119074418257
ACCIDENT_39677,3.8598756549977513
ACCIDENT_39678,4.07056558430339
ACCIDENT_39679,4.913853690737377
ACCIDENT_39680,4.651861641076722
ACCIDENT_39681,4.285436736574153
ACCIDENT_39682,4.366217536817897
ACCIDENT_39683,3.8324842230215674
ACCIDENT_39684,3.8452204062430817
ACCIDENT_39685,6.149487262911487
ACCIDENT_39686,5.580600794806426
ACCIDENT_39687,5.468046152731399
ACCIDENT_39688,3.5028238275615475
ACCIDENT_39689,5.06595298030253
ACCIDENT_39690,4.958924511785029
ACCIDENT_39691,3.9082340556382693
ACCIDENT_39692,4.825364937786314
ACCIDENT_39693,3.950698634630895
ACCIDENT_39694,5.0954890806197595
ACCIDENT_39695,4.887563115019643
ACCIDENT_39696,5.012883601703475
ACCIDENT_39697,4.664667187160358
ACCIDENT_39698,4.933981566427128
ACCIDENT_39699,4.423009835631485
ACCIDENT_39700,4.940707415540063
ACCIDENT_39701,4.898787386878049
ACCIDENT_39702,4.794567056125895
ACCIDENT_39703,5.074062450864226
ACCIDENT_39704,4.841239676733517
ACCIDENT_39705,4.913374321184855
ACCIDENT_39706,3.737562567593548
ACCIDENT_39707,5.137875977500348
ACCIDENT_39708,5.057585556479341
ACCIDENT_39709,4.966555164730702
