ID,ECLO
ACCIDENT_39609,4.37961211672289
ACCIDENT_39610,3.9462960157004194
ACCIDENT_39611,5.941574699796362
ACCIDENT_39612,5.413054558137595
ACCIDENT_39613,5.060539291023191
ACCIDENT_39614,5.0324765538727405
ACCIDENT_39615,5.136466723951908
ACCIDENT_39616,3.943325801200781
ACCIDENT_39617,4.736125976546653
ACCIDENT_39618,5.064634982560064
ACCIDENT_39619,4.908288524611963
ACCIDENT_39620,3.55934612606096
ACCIDENT_39621,4.684804135713074
ACCIDENT_39622,3.7289103023621726
ACCIDENT_39623,3.737085052345488
ACCIDENT_39624,5.157889544595939
ACCIDENT_39625,5.421973163876423
ACCIDENT_39626,4.790818116606237
ACCIDENT_39627,5.011291784374429
ACCIDENT_39628,5.364085416699512
ACCIDENT_39629,5.40966478916212
ACCIDENT_39630,3.5838329558249127
ACCIDENT_39631,4.601702249456252
ACCIDENT_39632,5.2144700436807545
ACCIDENT_39633,4.881624074340927
ACCIDENT_39634,4.913596138680517
ACCIDENT_39635,5.081469476815343
ACCIDENT_39636,5.393777865551296
ACCIDENT_39637,3.838691319640774
ACCIDENT_39638,5.111536991671312
ACCIDENT_39639,5.210709508087603
ACCIDENT_39640,4.857913080359295
ACCIDENT_39641,5.3264844973451595
ACCIDENT_39642,4.032028104032056
ACCIDENT_39643,5.096260091761277
ACCIDENT_39644,3.7365949478492646
ACCIDENT_39645,4.435053344843206
ACCIDENT_39646,5.327190006375509
ACCIDENT_39647,5.254731557042605
ACCIDENT_39648,5.254819127534976
ACCIDENT_39649,3.7434425179317654
ACCIDENT_39650,3.8613127117957666
ACCIDENT_39651,4.627264370205345
ACCIDENT_39652,5.083567168336621
ACCIDENT_39653,3.9827864708645997
ACCIDENT_39654,3.5403885456324335
ACCIDENT_39655,4.4079102251748505
ACCIDENT_39656,3.853897624063257
ACCIDENT_39657,4.700374614569794
ACCIDENT_39658,4.729576080846252
ACCIDENT_39659,4.290692743907208
ACCIDENT_39660,4.873218667032905
ACCIDENT_39661,4.76522324447098
ACCIDENT_39662,4.537192082191476
ACCIDENT_39663,4.69221883198143
ACCIDENT_39664,4.387874628231149
ACCIDENT_39665,4.653037154424258
ACCIDENT_39666,3.6813724896969555
ACCIDENT_39667,4.773784609037178
ACCIDENT_39668,3.6272631785444904
ACCIDENT_39669,3.683112026820989
ACCIDENT_39670,4.939351742529802
ACCIDENT_39671,4.980184977165246
ACCIDENT_39672,4.492657434800076
ACCIDENT_39673,3.8121704655455324
ACCIDENT_39674,4.860585771258187
ACCIDENT_39675,3.9295995267764328
ACCIDENT_39676,4.929835072609639
ACCIDENT_39677,3.7744809889903945
ACCIDENT_39678,4.071830086870637
ACCIDENT_39679,4.858472033413145
ACCIDENT_39680,4.944977512186879
ACCIDENT_39681,3.7486596815614375
ACCIDENT_39682,4.52443500344241
ACCIDENT_39683,3.8302795694382716
ACCIDENT_39684,4.7148541802111685
ACCIDENT_39685,5.2414240156190015
ACCIDENT_39686,5.129395673860902
ACCIDENT_39687,5.451383495922042
ACCIDENT_39688,3.576349931860082
ACCIDENT_39689,4.891869085733428
ACCIDENT_39690,4.925062161316216
ACCIDENT_39691,3.983244809724923
ACCIDENT_39692,4.824128799969569
ACCIDENT_39693,3.958100143285817
ACCIDENT_39694,5.202888400342256
ACCIDENT_39695,4.805024168299697
ACCIDENT_39696,4.795143925308195
ACCIDENT_39697,4.58720764064563
ACCIDENT_39698,5.181317590712693
ACCIDENT_39699,4.477372098131796
ACCIDENT_39700,4.990370064088459
ACCIDENT_39701,5.221657615461577
ACCIDENT_39702,4.921657534897325
ACCIDENT_39703,5.212256902582101
ACCIDENT_39704,4.599402990289955
ACCIDENT_39705,4.972773464268813
ACCIDENT_39706,3.7546623675620165
ACCIDENT_39707,5.308254782616824
ACCIDENT_39708,4.895973462012176
ACCIDENT_39709,4.691318610553925
ACCIDENT_39710,4.295996952936191
ACCIDENT_39711,4.794517158700191
ACCIDENT_39712,4.301588343526563
ACCIDENT_39713,4.550131656287946
ACCIDENT_39714,4.8097812837657115
ACCIDENT_39715,5.733608031387136
ACCIDENT_39716,4.60921516720649
ACCIDENT_39717,4.927393186899702
ACCIDENT_39718,4.653273485087674
ACCIDENT_39719,4.53235340327858
ACCIDENT_39720,4.685982127896935
ACCIDENT_39721,4.7276845794019655
ACCIDENT_39722,4.795678873033891
ACCIDENT_39723,4.63521806829749
ACCIDENT_39724,4.707481791196851
ACCIDENT_39725,4.634057308210075
ACCIDENT_39726,4.647494793314373
ACCIDENT_39727,3.651685340640396
ACCIDENT_39728,4.490011056829506
ACCIDENT_39729,4.697620307574412
ACCIDENT_39730,4.67604747067294
ACCIDENT_39731,4.520719895392087
ACCIDENT_39732,3.8153510930525574
ACCIDENT_39733,4.538678113663671
ACCIDENT_39734,3.6377516801985763
ACCIDENT_39735,4.998799607359887
ACCIDENT_39736,5.121893530522892
ACCIDENT_39737,4.285787832209813
ACCIDENT_39738,4.662242839592254
ACCIDENT_39739,4.653572313867423
ACCIDENT_39740,4.4887828851805365
ACCIDENT_39741,3.6735896828727848
ACCIDENT_39742,4.607040071763092
ACCIDENT_39743,4.531842582005923
ACCIDENT_39744,4.892868439599871
ACCIDENT_39745,4.65915415777223
ACCIDENT_39746,3.6244591097494685
ACCIDENT_39747,4.677514284463135
ACCIDENT_39748,4.818044450777904
ACCIDENT_39749,3.487381433084562
ACCIDENT_39750,4.581900773525102
ACCIDENT_39751,3.899791171135501
ACCIDENT_39752,4.764332447254523
ACCIDENT_39753,4.751280409303408
ACCIDENT_39754,4.703688886264264
ACCIDENT_39755,3.758704390489826
ACCIDENT_39756,4.62502995853836
ACCIDENT_39757,4.726881214206172
ACCIDENT_39758,4.798610878658782
ACCIDENT_39759,3.654318573221106
ACCIDENT_39760,4.5947765836724646
ACCIDENT_39761,4.641603900702286
ACCIDENT_39762,4.872039806934963
ACCIDENT_39763,4.902388979703636
ACCIDENT_39764,4.3769453658864945
ACCIDENT_39765,4.914001512604279
ACCIDENT_39766,3.7491302188654876
ACCIDENT_39767,3.587234021265778
ACCIDENT_39768,3.701074351067369
ACCIDENT_39769,4.503022772745927
ACCIDENT_39770,4.571735600247438
ACCIDENT_39771,4.546274115437783
ACCIDENT_39772,4.435870350219101
ACCIDENT_39773,4.535902068823649
ACCIDENT_39774,4.85139441894181
ACCIDENT_39775,3.5716924139042536
ACCIDENT_39776,3.4697039231855524
ACCIDENT_39777,4.669147296143068
ACCIDENT_39778,4.649240235084359
ACCIDENT_39779,4.835315709110115
ACCIDENT_39780,4.903851069774014
ACCIDENT_39781,4.354079060083623
ACCIDENT_39782,4.504178348751312
ACCIDENT_39783,4.640907569863147
ACCIDENT_39784,4.763593595625126
ACCIDENT_39785,4.62984622363985
ACCIDENT_39786,3.66427732199604
ACCIDENT_39787,4.899399349157105
ACCIDENT_39788,4.041367528991634
ACCIDENT_39789,4.623700903493441
ACCIDENT_39790,4.586319076214824
ACCIDENT_39791,4.670156944033189
ACCIDENT_39792,4.082680773447054
ACCIDENT_39793,4.883137456329793
ACCIDENT_39794,3.96214876541188
ACCIDENT_39795,5.255566060032905
ACCIDENT_39796,4.095595120861418
ACCIDENT_39797,5.17139215125096
ACCIDENT_39798,5.1107509525788455
ACCIDENT_39799,5.069956024398495
ACCIDENT_39800,4.8586041787019365
ACCIDENT_39801,4.46340316961617
ACCIDENT_39802,4.9753619797398
ACCIDENT_39803,4.983312104539957
ACCIDENT_39804,4.98444126014284
ACCIDENT_39805,3.781982505163681
ACCIDENT_39806,5.110072110944314
