ID,ECLO
ACCIDENT_39609,4.536890257288396
ACCIDENT_39610,3.9659828473572403
ACCIDENT_39611,6.035167089603676
ACCIDENT_39612,5.179382578404622
ACCIDENT_39613,5.060512367853738
ACCIDENT_39614,5.228118647676691
ACCIDENT_39615,4.658089442952805
ACCIDENT_39616,4.0538739274128295
ACCIDENT_39617,4.467992552962189
ACCIDENT_39618,4.9077019781912385
ACCIDENT_39619,5.072050957262933
ACCIDENT_39620,3.1314461074176476
ACCIDENT_39621,4.30009327135199
ACCIDENT_39622,3.3267586337630375
ACCIDENT_39623,3.548105501558185
ACCIDENT_39624,4.981701208041479
ACCIDENT_39625,5.8231006429266
ACCIDENT_39626,4.720092075953906
ACCIDENT_39627,5.084857103415651
ACCIDENT_39628,5.759266354839895
ACCIDENT_39629,5.122630073314512
ACCIDENT_39630,3.189610306141628
ACCIDENT_39631,4.283837816853836
ACCIDENT_39632,4.822803274995357
ACCIDENT_39633,4.61901637891122
ACCIDENT_39634,4.914889721727762
ACCIDENT_39635,4.965815559486236
ACCIDENT_39636,5.782209702799116
ACCIDENT_39637,3.8109276487405404
ACCIDENT_39638,4.831907284524359
ACCIDENT_39639,5.14866061349449
ACCIDENT_39640,4.590059724564537
ACCIDENT_39641,5.251369674880905
ACCIDENT_39642,3.480863015479069
ACCIDENT_39643,5.004570811071673
ACCIDENT_39644,3.402766665074039
ACCIDENT_39645,3.5357176366847645
ACCIDENT_39646,5.180580428535387
ACCIDENT_39647,5.398829169803401
ACCIDENT_39648,5.408073364259105
ACCIDENT_39649,3.5428490685912672
ACCIDENT_39650,3.8168491976064054
ACCIDENT_39651,4.660669499871375
ACCIDENT_39652,5.104623925341445
ACCIDENT_39653,3.685671496385959
ACCIDENT_39654,3.3509291328611592
ACCIDENT_39655,4.1050112716655605
ACCIDENT_39656,3.7807437891926123
ACCIDENT_39657,4.78161089676329
ACCIDENT_39658,4.782134348786082
ACCIDENT_39659,4.135248284235074
ACCIDENT_39660,4.835871474785253
ACCIDENT_39661,4.5935046551245255
ACCIDENT_39662,4.561154853983425
ACCIDENT_39663,4.725091761203933
ACCIDENT_39664,3.9772373238205763
ACCIDENT_39665,4.373630304607274
ACCIDENT_39666,3.327921915473697
ACCIDENT_39667,4.536521327216036
ACCIDENT_39668,3.477365818168024
ACCIDENT_39669,3.5799578168692827
ACCIDENT_39670,4.803603652749661
ACCIDENT_39671,5.110724000792988
ACCIDENT_39672,4.287260693808793
ACCIDENT_39673,3.4568693386165483
ACCIDENT_39674,4.905036122852312
ACCIDENT_39675,4.009407697420648
ACCIDENT_39676,4.853677759298675
ACCIDENT_39677,4.016396021563979
ACCIDENT_39678,4.151121044617149
ACCIDENT_39679,4.982515519395627
ACCIDENT_39680,4.937742076043781
ACCIDENT_39681,3.9325788169689657
ACCIDENT_39682,4.288492995253712
ACCIDENT_39683,3.7174717463758187
ACCIDENT_39684,4.782229370588015
ACCIDENT_39685,5.48378860507343
ACCIDENT_39686,5.7443795628535845
ACCIDENT_39687,5.049928598891614
ACCIDENT_39688,3.3484522679867412
ACCIDENT_39689,4.74915220620408
ACCIDENT_39690,4.6200332590415165
ACCIDENT_39691,3.81843162888956
ACCIDENT_39692,4.703754922683372
ACCIDENT_39693,3.846321142200952
ACCIDENT_39694,4.954737955527382
ACCIDENT_39695,4.655581608514428
ACCIDENT_39696,4.767288800591166
ACCIDENT_39697,4.459935255801396
ACCIDENT_39698,4.797619400359047
ACCIDENT_39699,4.020209198401432
ACCIDENT_39700,4.708989817443202
ACCIDENT_39701,4.835867037885966
ACCIDENT_39702,4.561464032409976
ACCIDENT_39703,5.041284730033937
ACCIDENT_39704,4.41000906314688
ACCIDENT_39705,4.623771119974675
ACCIDENT_39706,3.6681840110333086
ACCIDENT_39707,5.139762636765044
ACCIDENT_39708,4.910484778521624
ACCIDENT_39709,4.9778256305355235
ACCIDENT_39710,4.002010649267001
ACCIDENT_39711,4.398522013586215
ACCIDENT_39712,4.030038147329186
ACCIDENT_39713,4.498132078724825
ACCIDENT_39714,5.17219538117992
ACCIDENT_39715,5.44233948038122
ACCIDENT_39716,4.681989844800009
ACCIDENT_39717,4.840318599130131
ACCIDENT_39718,4.53624163121795
ACCIDENT_39719,4.5116900049577335
ACCIDENT_39720,4.5618702286940485
ACCIDENT_39721,4.812199013056858
ACCIDENT_39722,4.841855588608027
ACCIDENT_39723,4.562193518974534
ACCIDENT_39724,4.552079504139369
ACCIDENT_39725,4.68868264038169
ACCIDENT_39726,4.436983429768123
ACCIDENT_39727,3.2994224479147545
ACCIDENT_39728,4.285518852989544
ACCIDENT_39729,4.483348507166394
ACCIDENT_39730,4.835218067460847
ACCIDENT_39731,4.704215962356692
ACCIDENT_39732,4.081987727770389
ACCIDENT_39733,4.460835537126067
ACCIDENT_39734,3.7326474786516686
ACCIDENT_39735,4.7685629729949
ACCIDENT_39736,5.147391390742211
ACCIDENT_39737,4.400783681023864
ACCIDENT_39738,4.52260443133722
ACCIDENT_39739,4.706630572764906
ACCIDENT_39740,4.555077090646359
ACCIDENT_39741,3.5733260493574885
ACCIDENT_39742,4.314987916683296
ACCIDENT_39743,4.437430709762086
ACCIDENT_39744,4.564693819099462
ACCIDENT_39745,4.414086292650431
ACCIDENT_39746,3.3837162792675484
ACCIDENT_39747,4.334543802855459
ACCIDENT_39748,4.672774544826177
ACCIDENT_39749,3.2705242751672596
ACCIDENT_39750,4.421861860055891
ACCIDENT_39751,3.8147061542567555
ACCIDENT_39752,4.910985032787435
ACCIDENT_39753,4.478641400975205
ACCIDENT_39754,4.756528798365556
ACCIDENT_39755,3.4926586164654836
ACCIDENT_39756,4.45087068079971
ACCIDENT_39757,4.482404996994486
ACCIDENT_39758,4.68564608180917
ACCIDENT_39759,3.35282602254554
ACCIDENT_39760,4.386642270920404
ACCIDENT_39761,4.644294153332465
ACCIDENT_39762,4.593933796499742
ACCIDENT_39763,4.638782062422533
ACCIDENT_39764,3.9431564418512393
ACCIDENT_39765,4.781507742606386
ACCIDENT_39766,3.634587285971315
ACCIDENT_39767,3.412927650973236
ACCIDENT_39768,3.40571105217163
ACCIDENT_39769,4.2162591205070035
ACCIDENT_39770,4.291429693034928
ACCIDENT_39771,4.218651834685872
ACCIDENT_39772,4.431544527511535
ACCIDENT_39773,4.45217097755477
ACCIDENT_39774,4.402930801091909
ACCIDENT_39775,3.3842311860002647
ACCIDENT_39776,3.385478096575145
ACCIDENT_39777,4.701551171615268
ACCIDENT_39778,4.364696557250413
ACCIDENT_39779,4.725719322863238
ACCIDENT_39780,4.6018742152339716
ACCIDENT_39781,4.036292257806931
ACCIDENT_39782,4.375578947789701
ACCIDENT_39783,4.7746099655487395
ACCIDENT_39784,4.8112812440630295
ACCIDENT_39785,4.427264343145164
ACCIDENT_39786,3.4804143324481602
ACCIDENT_39787,5.334758483029242
ACCIDENT_39788,3.5198983613562884
ACCIDENT_39789,4.42435627205489
ACCIDENT_39790,4.429627229016095
